cons,anio_reg,nombre_estacion,direccion,codigo_postal,ciudad,estado,telefono,latitude,longitude,electrolineras_totales,cargadores_01,tipo_01,potencia_01,cargadores_02,tipo_02,potencia_02,cargadores_03,tipo_03,potencia_03,cargadores_04,tipo_04,potencia_04,cargadores_05,tipo_05,potencia_05
1692,2026,Nissan Guamuchil,"Francisco Labastida Ochoa 157 Sur, Magisterio, 81470 Guamuchil, Sin., Mexico",81470,Salvador Alvarado,Sinaloa,sin dato,25.4519649,-108.0717729,1,1,SAEJ1772,7,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1693,2026,Nissan Guasave,"Blvrd 16 de Septiembre 308, Centro, 81000 Guasave, Sin., Mexico",81000,Guasave,Sinaloa,sin dato,25.5703995,-108.4639783,1,1,SAEJ1772,7,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1694,2026,Nissan Vamsa,"Av. Rafael Buelna SN-S BANORTE, Lomas de Mazatlan, 82123 Mazatlan, Sin., Mexico",82123,Mazatlan,Sinaloa,sin dato,23.2420834,-106.4427929,1,1,SAEJ1772,7,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1695,2026,Peugeot Culiacan,"Blvd. Pedro Infante 2598, Desarrollo Urbano Tres Rios, 80020 Culiacan Rosales, Sin., Mexico",80020,Culiacan,Sinaloa,sin dato,24.799554,-107.4188916,1,1,SAE J1772,7,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1696,2026,PKT1 - Centro de Envios y Paqueteria Express,"Blvd. Emiliano Zapata 1400, entre Av. Lazaro Cardenas y 16 de Septiembre, Los Pinos, 80128 Culiacan Rosales, Sin., Mexico",80128,Culiacan,Sinaloa,sin dato,24.7941075,-107.4098414,1,1,SAEJ1772,7,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1697,2026,PKT1 Los Mochis,"Ignacio Allende Sur 10, 81200 Los Mochis, MX",81200,Los Mochis,Sinaloa,sin dato,25.7909938,-108.9897127,1,1,SAEJ1772,7,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1698,2026,Plassa Nissan,"Blvd. Emiliano Zapata 156 Ote, Guadalupe, 80220 Culiacan Rosales, Sin., Mexico",39246,Culiacan,Sinaloa,52 667 101 0001,24.7971963,-107.39246,1,1,SAEJ1772,7,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1699,2026,Plaza CEIBA,"Blvd. Pedro Infante 2550, Los alamos, 80100 Culiacan Rosales, Sin.",80100,Culiacan,Sinaloa,sin dato,24.7982272,-107.4201356,2,2,SAE J1772,7,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1700,2026,plaza isla tres,"Av Camaron Sabalo 1013, Zona Dorada, 82110 Mazatlan, Sin., Mexico",82110,Mazatlan,Sinaloa,sin dato,23.2547253,-106.4572146,2,2,SAE J1772,7,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1701,2026,San Fernando Trailer Park RV,"Av del Tiburon 1916, Mazatlan, Sinaloa",82100,Mazatlan,Sinaloa,52 669 914 0173,23.2601469,-106.4590054,2,1,Wall,11.5,1,NEMA 14-50,7.68,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1702,2026,Edrive JLR Culiacan,"2525 Boulevard Pedro InfanteBlvd. Pedro Infante, Culiacan Rosales, SI, 80020",80020,Culiacan,Sinaloa,1 888-758-4389,24.801195,-107.4148593,2,2,SAE J1772,7,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1703,2026,Nissan Culiacan Aeropuerto,"Calzada Aeropuerto Pte.numero 5400-A, Culiacan, SI, 80150",80150,Culiacan,Sinaloa,sin dato,24.7772858,-107.4419922,1,1,SAE J1772,7,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1704,2026,Nissan Culiacan Noroeste,"Blvd. Emiliano Zapata No. 156 Ote., Culiacan, SI, 80220",80220,Culiacan,Sinaloa,sin dato,24.7971963,-107.39246,1,1,SAEJ1772,7,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1705,2026,Nissan Los Mochis,"300 Alfonso Cano Pte, Los Mochis, SI, 81200",81200,Los Mochis,Sinaloa,sin dato,25.7988225,-108.9865321,1,1,SAE J1772,7,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1706,2026,Elba,Calle 5 de mayo numero 901 Colonia la loma,84600,Santa Ana,Sonora,52 641 324 1697,19.5890194,-98.8276618,1,1,Tesla D,11,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1707,2026,Fiesta Americana Hermosillo,Boulevard Eusebio Kino 369 Lomas de Pitic,83010,Hermosillo,Sonora,52 662 259 6000,29.0969282,-110.9343773,3,3,Tesla D,18,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1708,2026,Fiesta Inn Ciudad Obregon,"Av. Miguel Aleman 755 Zona Norte, Urb. No. 4",85000,Cajeme,Sonora,52 644 410 8400,27.5093361,-109.9309851,3,3,Tesla D,18,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1709,2026,Fiesta Inn Hermosillo,"Eusebio Francisco Kino 375 Lomas Pitic,",83010,Hermosillo,Sonora,52 662 289 2200,29.0967917,-110.9320198,3,3,Tesla D,18,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1710,2026,Fiesta Inn Nogales,Calz. Industrial Nuevo Nogales 3 Nueva Nogales,84094,Nogales,Sonora,52 631 311 6000,31.2560984,-110.957425,3,3,Tesla D,18,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1711,2026,Hacienda De Los Santos,Calle Molina 8 Centro,85760,Alamos,Sonora,52 647 428 0222,20.6757838,-103.3442582,3,3,Tesla D,18,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1712,2026,Islas del Mar,"KM 6.5 Carretera Entronque Cerro Prieto km 6.5. S/N, Colonia Centro",83550,Puerto Penasco,Sonora,sin dato,19.4357068,-99.131757,1,1,Tesla D,10,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1713,2026,Sonoran Sun Resort,Camino a la Cholla KM. 4 S/N Col. Costa Diamante,83550,Puerto Penasco,Sonora,52 866 785 2350,19.0625087,-96.0646101,3,3,Tesla D,11,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1714,2026,"Santa Ana, SON","901 5 de Mayo, La Loma",84600,Santa Ana,Sonora,(877) 798-3752,20.341097,-98.2287624,4,4,Tesla SC,250,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1715,2026,Restaurante Elba Santa Ana 3002,303 General Anaya 84600,84600,Santa Ana,Sonora,sin dato,30.5407872,-111.1127077,6,2,CCS2,50,2,SAEJ1772,7,1,CCS2,50,1,Chademo - CCS1,50,sin dato,sin dato,sin dato
1716,2026,Agencia BYD Hermosillo,"Blvd Solidaridad 260, Paseo del Sol, 83250 Hermosillo, Son, Mexico",83246,Hermosillo,Sonora,52 662 276 2244,29.0812262,-110.9826128,4,2,SAEJ1772,7,2,DC,96,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1717,2026,Arena Sonora,"Av Veracruz 58 Oriente, Cruz Galvez, Centro, 83016 Hermosillo, Son.",83016,Hermosillo,Sonora,sin dato,29.0948773,-110.9488241,1,1,Tesla D,11.5,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1718,2026,Bella Sirena Resort,"Blvd. Paseo de la Duna 6B, 83555 Puerto Penasco, Son., Mexico",32624,Puerto Penasco,Sonora,sin dato,31.32624,-113.5856608,2,2,SAEJ1772,7,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1719,2026,BMW Surman Automotriz Hermosillo,"Calle Av. Rosales 84, Centro, 83000 Hermosillo, Son., Mexico",83000,Hermosillo,Sonora,sin dato,29.0794926,-110.9579444,1,1,SAE J1772,7,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1720,2026,Centro De Usos Multiples,"C. Sufragio Efectivo entre No Reeleccion y Guerrero, Centro, 85000 Cdad. Obregon, Son.",85000,Cajeme,Sonora,sin dato,27.5104023,-109.9259817,1,1,Tesla D,11.5,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1721,2026,City Express Caborca,"Domingo Quiroz y Mora 132, Centro, 83600 Caborca, Son., Mexico",83600,Caborca,Sonora,sin dato,30.7209956,-112.1503523,4,3,Tesla D,11.5,1,SAEJ1772,7,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1722,2026,Departamentos Coahuila,"C. Coahuila 425, Centro, Urb. No. 2, 85000 Cdad. Obregon, Son.",85000,Cajeme,Sonora,sin dato,27.4898162,-109.9396197,2,1,Tesla D,11.5,1,SAEJ1772,7,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1723,2026,El Valiente,"Gasolinera El Valiente, Mexico 15D, 85500 Guaymas, Sonora",85500,Guaymas,Sonora,sin dato,28.0995759,-110.8552919,7,3,Chademo - CCS1,50,3,CCS1,50,1,SAE J1772,7,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1724,2026,Electrolinera El Carcamo,"area verde y Unidad Deportiva. El Carcamo, Proyecto Rio Sonora Hermosillo XXI, 83270 Hermosillo, Son.",83270,Hermosillo,Sonora,sin dato,29.0701019,-110.9347239,4,1,SAEJ1772,7,2,SAEJ1772,7,1,GB/T AC,7,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1725,2026,Encantame Towers,"83566 Playa Encanto, Son., Mexico",83566,Puerto Penasco,Sonora,sin dato,31.2738234,-113.3964949,1,1,SAE J1772,7,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1726,2026,Encantame Towers,"7J9M6G, 83566 Playa Encanto, Sonora, Mexico",83566,Puerto Penasco,Sonora,sin dato,31.2738234,-113.3964949,4,4,SAEJ1772,7,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1727,2026,Estacionamiento,"Nayarit 32, Cruz Galvez, Centro, 83016 Hermosillo, Son., Mexico",83000,Hermosillo,Sonora,sin dato,29.0959594,-110.9520182,1,1,NEMA 14-50,7.68,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1728,2026,Estadio Manuel Ciclon Echeverria,"Blvd. Rafael J. Almada SN-S, Deportiva, 85860 Navojoa, Son.",85860,Navojoa,Sonora,sin dato,27.058569,-109.4493972,1,1,Tesla D,11.5,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1729,2026,Fam Alvarado,"Calle Vicente Guerrero 85, El Control, 85980 Huatabampo, Son., Mexico",85980,Huatabampo,Sonora,sin dato,26.8204813,-109.6456893,1,1,SAEJ1772,7,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1730,2026,Fam Alvarado,"MCRCX5 Playa Huatabampito, Sonora, Mexico",85247,Huatabampo,Sonora,sin dato,26.6928846,-109.579171,1,1,NEMA 14-50,7.68,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1731,2026,Grupo Ayala Suc 200,"Blvd. Rodolfo Elias Calles 4, Miguel Aleman, 85080 Cdad. Obregon, Son.",85080,Cajeme,Sonora,sin dato,27.4819203,-109.9299641,1,1,SAEJ1772,7,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1732,2026,Hotel Boutique Casa Maria,"Blvr. Gabriel Estrada 129, 85506 San Carlos, Son., Mexico",85506,Guaymas,Sonora,52 622 227 0002,27.948673,-111.0526541,1,1,SAEJ1772,7,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1733,2026,Islas del Mar,"Carretera Entronque Cerro Prieto km 6.5. S/N, Colonia Centro, CP 83550, Puerto Penasco, Sonora, Puerto Penasco, Sonora, Mexico, 83550",83554,Puerto Penasco,Sonora,52 877 798 3752,31.3196061,-113.5362959,2,2,Tesla D,11.5,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1734,2026,JAC Hermosillo,"C. de la Reforma 2004, Proyecto Rio Sonora Hermosillo XXI, 83270 Hermosillo, Son., Mexico",83270,Hermosillo,Sonora,52 662 289 3900,29.0692594,-110.9648492,2,2,SAE J1772,7,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1735,2026,Kia Morelos,"Bulevar Jose Maria Morelos 744, 83148 Hermosillo, Son.",83148,Hermosillo,Sonora,sin dato,29.1367331,-110.9536906,1,1,SAEJ1772,7,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1736,2026,La Palapa Condos & Casitas,"Av. Coahuila 32, Benito Juarez, 83554 Puerto Penasco, Son., Mexico",83554,Puerto Penasco,Sonora,sin dato,31.2999862,-113.5399405,1,1,NEMA 14-50,7.68,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1737,2026,Las Palomas Beach and Golf Resort,"Blvd. Dr. Ernesto Guevara del Campo 150, Playa Arenos, 83550 Puerto Penasco, Son., Mexico",83550,Puerto Penasco,Sonora,sin dato,31.3225281,-113.5699093,4,4,SAE J1772,7,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1738,2026,Las Palomas Beach and Golf Resort,"Blvd. Dr. Ernesto Guevara del Campo 150, Playa Arenos, 83550 Puerto Penasco, Son., Mexico",85355,Puerto Penasco,Sonora,sin dato,31.3225281,-113.5699093,4,4,SAEJ1772,7,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1739,2026,Lincoln Hermosillo,"Av Luis Donaldo Colosio 644, Santa Fe, 83210 Hermosillo, Son., Mexico",83210,Hermosillo,Sonora,52 662 289 8500,29.0856472,-110.9928561,1,1,SAEJ1772,7,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1740,2026,Liverpool,"Blvd. Luis Encinas J. S/N, San Benito, 83190 Hermosillo, Son.",83190,Hermosillo,Sonora,sin dato,29.0887449,-110.9664696,2,2,SAEJ1772,7,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1741,2026,Mercedes Benz,"Boulevard Jose Maria Morelos, Residencial Sacramento, 83144 Hermosillo, SON, Mexico",83144,Hermosillo,Sonora,sin dato,29.1189752,-110.9510372,1,1,SAEJ1772,7,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1742,2026,Nissan Encinas,"Blvd. Luis Encinas J. 597, Pimentel, 83188 Hermosillo, Son., Mexico",83188,Hermosillo,Sonora,sin dato,29.0941106,-110.9885919,1,1,SAEJ1772,7,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1743,2026,Nissan Morelos,"Bulevar Jose Maria Morelos, La Paloma, 83146 Hermosillo, Son.",83146,Hermosillo,Sonora,sin dato,29.1307565,-110.9516638,1,1,SAEJ1772,7,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1744,2026,Nissan Navojoa,"Pesqueira No. 721 Norte, Col. Reforma, 85830 Navojoa, SON, Mexico",85830,Navojoa,Sonora,52 642 425 8200,27.0904223,-109.4466491,1,1,SAEJ1772,7,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1745,2026,Nissan Nogales,"Av. Alvaro Obregon 2730, El Greco, 84094 Heroica Nogales, Son., Mexico",84090,Nogales,Sonora,sin dato,31.2877351,-110.9369256,1,1,SAEJ1772,7,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1746,2026,Nissan Obregon‎,"Mexico 15 901, Centro, Cajeme, 85000 Cd Obregon, Son., Mexico",85000,Cajeme,Sonora,sin dato,27.481985,-109.928863,1,1,SAEJ1772,7,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1747,2026,Oceano Rentals,"Boulevard Fremont 22, Puerto Penasco, Sonora,",83553,Puerto Penasco,Sonora,52 602 884 8102,31.3062437,-113.5252657,1,1,SAEJ1772,7,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1748,2026,Patronato Kino Limpio Y Seguro,"Calle Mar De Cortes 889, 83343 Bahia de Kino, Son., Mexico",83343,Hermosillo,Sonora,sin dato,28.8285604,-111.9350986,1,1,Tesla D,11.5,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1749,2026,PKT1 - Centro de Envios y Paqueteria Express,"Av. Jose San Healy 285, entre 12 de Octubre y 14 de Abril, Balderrama, 83180 Hermosillo, Son., Mexico",83180,Hermosillo,Sonora,sin dato,29.1005923,-110.9722827,1,1,SAEJ1772,7,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1750,2026,Playa Bonita Resort,"P.º Balboa 100, Sandybeach, Bella Vista, 83552 Puerto Penasco, Son., Mexico",83552,Puerto Penasco,Sonora,52 638 383 1979,31.3177811,-113.5548704,2,2,Tesla D,11.5,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1751,2026,Plaza Andenes,"Blvd. Luis Donaldo Colosio y Calzada de los angeles, Santa Fe, 83249, Hermosillo, Sonora.",83240,Hermosillo,Sonora,52 662 109 0999,29.0846275,-110.9964506,1,1,SAEJ1772,7,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1752,2026,Plaza L Donaldo Colosio,"Av Corinto 13, Kalitea, 84066 Heroica Nogales, Son., Mexico",84066,Nogales,Sonora,sin dato,31.2996934,-110.9381331,1,1,Tesla D,11.5,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1753,2026,Rancho JC,"Av. 2 de Abril 301, San Ignacio Cohuirimpo, 85826 Navojoa, Son.",85826,Navojoa,Sonora,sin dato,27.0761812,-109.4942138,1,1,SAEJ1772,7,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1754,2026,San Carlos Sign,"SON 124, 85506 El caballito, Son, Mexico",85506,Guaymas,Sonora,sin dato,27.9685776,-111.0061049,1,1,Tesla D,11.5,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1755,2026,Sawari hotel,"Blvd. Manlio Fabio Beltrones 1212, 85506 Heroica Guaymas, Son., Mexico",85506,Guaymas,Sonora,sin dato,27.9522088,-111.0524839,1,1,SAE J1772,7,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1756,2026,Sonoran Sea Resort,"Blvd. Dr. Ernesto Guevara del Campo, Playa Arenos, 83550 Puerto Penasco, Son., Mexico",83555,Puerto Penasco,Sonora,sin dato,31.3246789,-113.5603418,1,1,SAEJ1772,7,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1757,2026,Universidad Tecnologica de Hermosillo,"Bulevard de los Seris Final Sur S/N, Parque Industrial, 83299 Hermosillo, Son.",83299,Hermosillo,Sonora,sin dato,29.019486,-110.9029441,1,1,SAEJ1772,7,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1758,2026,Fame BYD Hermosillo,"10964 Boulevard Solidaridad, Hermosillo, , 83250",10964,Hermosillo,Sonora,1 888-998-2546,29.0839688,-110.9840996,1,1,ccs & tesla,Level 3,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1759,2026,Nissan Hermosillo,"632 Luis Encinas No., Hermosillo, SO, 83204",83204,Hermosillo,Sonora,sin dato,29.0931514,-110.9888511,1,1,SAEJ1772,7,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1760,2026,Nissan Magdalena De Kino,"310 Av. Ninos Heroes, Magdalena de Kino, SO, 84160",84160,Magdalena,Sonora,sin dato,30.6307094,-110.9622832,1,1,SAEJ1772,7,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1761,2026,Fiesta Inn Villahermosa Cencali,Benito Juarez Garcia 105 Loma Linda,86050,Centro,Tabasco,52 993 313 6611,17.9945384,-92.9389789,3,3,Tesla D,18,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1762,2026,AUTOTAB,"Calle Juan Estrada Torre, Primero de Mayo, 86190 Villahermosa, TAB, Mexico",86190,Centro,Tabasco,sin dato,17.9774426,-92.9390564,1,1,SAEJ1772,7,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1763,2026,City Center,"Dr. Cardenas 446, Atasta de Serra, 86100 Villahermosa, Tab., Mexico",86100,Centro,Tabasco,sin dato,17.9925076,-92.9468147,2,1,Tesla D,11.5,1,SAE J1772,7,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1764,2026,Hotel Punta Morro,"Carretera Tijuana Km 106, 22860 Ensenada, B.C.",86436,Huimanguillo,Tabasco,52 646 178 3507,31.86436,-116.6684754,3,1,SAEJ1772,7,2,Tesla D,11.5,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1765,2026,MG Villahermosa,"Av. Adolfo Ruiz Cortines 2715 Col, Cuadrante II, Atasta de Serra, 86100 Villahermosa, Tab., Mexico",86100,Centro,Tabasco,52 993 689 1870,17.9874809,-92.9650747,1,1,SAEJ1772,7,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1766,2026,Nissan Cardenas,"Carretera Circuito del Golfo Km. 4.5, Calzada Mexico MX 86500 Heroica Cardenas, Tab. Mexico",86500,Cardenas,Tabasco,sin dato,17.999218,-93.3603588,1,1,SAEJ1772,7,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1767,2026,Nissan Villahermosa,"C. Carlos Gonzalez 128, Los Rios, 86035 Villahermosa, Tab.",86035,Centro,Tabasco,sin dato,17.9957643,-92.9424716,1,1,SAEJ1772,7,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1768,2026,Nissan Villahermosa Deportiva,"107 Av. 16 de Septiembre No., Villahermosa, TB, 86190",86190,Centro,Tabasco,sin dato,17.9753308,-92.9384232,1,1,SAEJ1772,7,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1769,2026,Nissan Villahermosa Deportiva,"107 Av. 16 de Septiembre No., Villahermosa, TB, 86190",86190,Centro,Tabasco,sin dato,17.9753308,-92.9384232,1,1,SAE J1772,7,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1770,2026,City Express Nuevo Laredo,Avenida Cesar Lopez de Lara 3940 Militar II,88289,Nuevo Laredo,Tamaulipas,52 867 711 0100,27.4620082,-99.5181569,3,3,Tesla D,18,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1771,2026,Fiesta Inn Nuevo Laredo,Av. Reforma No.5102 Lagos,88290,Nuevo Laredo,Tamaulipas,52 867 711 4600,27.4515989,-99.5185764,3,3,Tesla D,18,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1772,2026,Fiesta Inn Tampico,Av Hidalgo 6106 Laguna de la Herradura,89219,Tampico,Tamaulipas,52 833 230 0500,22.2671377,-97.8750611,3,3,Tesla D,18,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1773,2026,Gasolinera Jebla,Km 16 Carretera Victoria-Zaragoza Km 16 Tramo Tampico-Ejido,87261,Victoria,Tamaulipas,528000000000,22.2218485,-97.8434251,1,1,Tesla D,18,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1774,2026,Hotel One Reynosa Valle Alto,Av. de los Encinos No. 1000 Lomas del Real de Jaranchinas,88730,Reynosa,Tamaulipas,52 899 909 6600,26.0564801,-98.3636987,3,3,Tesla D,18,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1775,2026,Arteli Sucursal Corona,"Avenida Universidad 601, Las Americas, 89420 Tampico, Tamps., Mexico",89420,Ciudad Madero,Tamaulipas,sin dato,22.2742876,-97.8562608,2,2,SAEJ1772,7,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
